Output Areas Code,Output Areas,Distance travelled to work (11 categories) Code,Distance travelled to work (11 categories),Observation
E00056907,E00056907,7,40km to less than 60km,0
E00056907,E00056907,8,60km and over,0
E00056907,E00056907,9,Works mainly from home,21
E00056907,E00056907,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",21
E00056908,E00056908,-8,Does not apply,116
E00056908,E00056908,1,Less than 2km,3
E00056908,E00056908,2,2km to less than 5km,15
E00056908,E00056908,3,5km to less than 10km,11
E00056908,E00056908,4,10km to less than 20km,5
E00056908,E00056908,5,20km to less than 30km,0
E00056908,E00056908,6,30km to less than 40km,0
E00056908,E00056908,7,40km to less than 60km,0
E00056908,E00056908,8,60km and over,0
E00056908,E00056908,9,Works mainly from home,22
E00056908,E00056908,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",17
E00056909,E00056909,-8,Does not apply,180
E00056909,E00056909,1,Less than 2km,17
E00056909,E00056909,2,2km to less than 5km,49
E00056909,E00056909,3,5km to less than 10km,43
E00056909,E00056909,4,10km to less than 20km,14
E00056909,E00056909,5,20km to less than 30km,6
E00056909,E00056909,6,30km to less than 40km,0
E00056909,E00056909,7,40km to less than 60km,0
E00056909,E00056909,8,60km and over,2
E00056909,E00056909,9,Works mainly from home,80
E00056909,E00056909,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",32
E00056910,E00056910,-8,Does not apply,140
E00056910,E00056910,1,Less than 2km,10
E00056910,E00056910,2,2km to less than 5km,16
E00056910,E00056910,3,5km to less than 10km,23
E00056910,E00056910,4,10km to less than 20km,9
E00056910,E00056910,5,20km to less than 30km,2
E00056910,E00056910,6,30km to less than 40km,1
E00056910,E00056910,7,40km to less than 60km,0
E00056910,E00056910,8,60km and over,2
E00056910,E00056910,9,Works mainly from home,23
E00056910,E00056910,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",13
E00056911,E00056911,-8,Does not apply,148
E00056911,E00056911,1,Less than 2km,15
E00056911,E00056911,2,2km to less than 5km,18
E00056911,E00056911,3,5km to less than 10km,16
E00056911,E00056911,4,10km to less than 20km,4
E00056911,E00056911,5,20km to less than 30km,4
E00056911,E00056911,6,30km to less than 40km,1
E00056911,E00056911,7,40km to less than 60km,0
E00056911,E00056911,8,60km and over,1
E00056911,E00056911,9,Works mainly from home,24
E00056911,E00056911,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",10
E00056912,E00056912,-8,Does not apply,122
E00056912,E00056912,1,Less than 2km,14
E00056912,E00056912,2,2km to less than 5km,35
E00056912,E00056912,3,5km to less than 10km,45
E00056912,E00056912,4,10km to less than 20km,8
E00056912,E00056912,5,20km to less than 30km,4
E00056912,E00056912,6,30km to less than 40km,2
E00056912,E00056912,7,40km to less than 60km,0
E00056912,E00056912,8,60km and over,1
E00056912,E00056912,9,Works mainly from home,41
E00056912,E00056912,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",23
E00056913,E00056913,-8,Does not apply,176
E00056913,E00056913,1,Less than 2km,8
E00056913,E00056913,2,2km to less than 5km,16
E00056913,E00056913,3,5km to less than 10km,29
E00056913,E00056913,4,10km to less than 20km,34
E00056913,E00056913,5,20km to less than 30km,9
E00056913,E00056913,6,30km to less than 40km,0
E00056913,E00056913,7,40km to less than 60km,1
E00056913,E00056913,8,60km and over,2
E00056913,E00056913,9,Works mainly from home,55
E00056913,E00056913,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",24
E00056914,E00056914,-8,Does not apply,129
E00056914,E00056914,1,Less than 2km,9
E00056914,E00056914,2,2km to less than 5km,11
E00056914,E00056914,3,5km to less than 10km,14
E00056914,E00056914,4,10km to less than 20km,32
E00056914,E00056914,5,20km to less than 30km,3
E00056914,E00056914,6,30km to less than 40km,3
E00056914,E00056914,7,40km to less than 60km,1
E00056914,E00056914,8,60km and over,2
E00056914,E00056914,9,Works mainly from home,50
E00056914,E00056914,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",32
E00056915,E00056915,-8,Does not apply,101
E00056915,E00056915,1,Less than 2km,12
E00056915,E00056915,2,2km to less than 5km,12
E00056915,E00056915,3,5km to less than 10km,20
E00056915,E00056915,4,10km to less than 20km,32
E00056915,E00056915,5,20km to less than 30km,8
E00056915,E00056915,6,30km to less than 40km,0
E00056915,E00056915,7,40km to less than 60km,1
E00056915,E00056915,8,60km and over,0
E00056915,E00056915,9,Works mainly from home,53
E00056915,E00056915,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",35
E00056916,E00056916,-8,Does not apply,147
E00056916,E00056916,1,Less than 2km,1
E00056916,E00056916,2,2km to less than 5km,3
E00056916,E00056916,3,5km to less than 10km,2
E00056916,E00056916,4,10km to less than 20km,12
E00056916,E00056916,5,20km to less than 30km,5
E00056916,E00056916,6,30km to less than 40km,0
E00056916,E00056916,7,40km to less than 60km,1
E00056916,E00056916,8,60km and over,0
E00056916,E00056916,9,Works mainly from home,5
E00056916,E00056916,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",5
E00056917,E00056917,-8,Does not apply,149
E00056917,E00056917,1,Less than 2km,6
E00056917,E00056917,2,2km to less than 5km,14
E00056917,E00056917,3,5km to less than 10km,18
E00056917,E00056917,4,10km to less than 20km,38
E00056917,E00056917,5,20km to less than 30km,3
E00056917,E00056917,6,30km to less than 40km,3
E00056917,E00056917,7,40km to less than 60km,1
E00056917,E00056917,8,60km and over,1
E00056917,E00056917,9,Works mainly from home,26
E00056917,E00056917,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",27
E00056918,E00056918,-8,Does not apply,191
E00056918,E00056918,1,Less than 2km,5
E00056918,E00056918,2,2km to less than 5km,9
E00056918,E00056918,3,5km to less than 10km,11
E00056918,E00056918,4,10km to less than 20km,20
E00056918,E00056918,5,20km to less than 30km,3
E00056918,E00056918,6,30km to less than 40km,1
E00056918,E00056918,7,40km to less than 60km,0
E00056918,E00056918,8,60km and over,1
E00056918,E00056918,9,Works mainly from home,47
E00056918,E00056918,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",16
E00056919,E00056919,-8,Does not apply,167
E00056919,E00056919,1,Less than 2km,1
E00056919,E00056919,2,2km to less than 5km,4
E00056919,E00056919,3,5km to less than 10km,7
E00056919,E00056919,4,10km to less than 20km,10
E00056919,E00056919,5,20km to less than 30km,3
E00056919,E00056919,6,30km to less than 40km,1
E00056919,E00056919,7,40km to less than 60km,1
E00056919,E00056919,8,60km and over,0
E00056919,E00056919,9,Works mainly from home,26
E00056919,E00056919,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",10
E00056920,E00056920,-8,Does not apply,172
E00056920,E00056920,1,Less than 2km,11
E00056920,E00056920,2,2km to less than 5km,21
E00056920,E00056920,3,5km to less than 10km,25
E00056920,E00056920,4,10km to less than 20km,36
E00056920,E00056920,5,20km to less than 30km,7
E00056920,E00056920,6,30km to less than 40km,0
E00056920,E00056920,7,40km to less than 60km,0
E00056920,E00056920,8,60km and over,1
E00056920,E00056920,9,Works mainly from home,42
E00056920,E00056920,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",28
E00056921,E00056921,-8,Does not apply,186
E00056921,E00056921,1,Less than 2km,7
E00056921,E00056921,2,2km to less than 5km,16
E00056921,E00056921,3,5km to less than 10km,21
E00056921,E00056921,4,10km to less than 20km,38
E00056921,E00056921,5,20km to less than 30km,7
E00056921,E00056921,6,30km to less than 40km,2
E00056921,E00056921,7,40km to less than 60km,1
E00056921,E00056921,8,60km and over,2
E00056921,E00056921,9,Works mainly from home,75
E00056921,E00056921,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",27
E00056922,E00056922,-8,Does not apply,130
E00056922,E00056922,1,Less than 2km,8
E00056922,E00056922,2,2km to less than 5km,10
E00056922,E00056922,3,5km to less than 10km,10
E00056922,E00056922,4,10km to less than 20km,27
E00056922,E00056922,5,20km to less than 30km,9
E00056922,E00056922,6,30km to less than 40km,1
E00056922,E00056922,7,40km to less than 60km,2
E00056922,E00056922,8,60km and over,0
E00056922,E00056922,9,Works mainly from home,52
E00056922,E00056922,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",16
E00056923,E00056923,-8,Does not apply,170
E00056923,E00056923,1,Less than 2km,6
E00056923,E00056923,2,2km to less than 5km,9
E00056923,E00056923,3,5km to less than 10km,17
E00056923,E00056923,4,10km to less than 20km,19
E00056923,E00056923,5,20km to less than 30km,5
E00056923,E00056923,6,30km to less than 40km,2
E00056923,E00056923,7,40km to less than 60km,0
E00056923,E00056923,8,60km and over,3
E00056923,E00056923,9,Works mainly from home,37
E00056923,E00056923,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",18
E00056924,E00056924,-8,Does not apply,159
E00056924,E00056924,1,Less than 2km,13
E00056924,E00056924,2,2km to less than 5km,11
E00056924,E00056924,3,5km to less than 10km,24
E00056924,E00056924,4,10km to less than 20km,37
E00056924,E00056924,5,20km to less than 30km,9
E00056924,E00056924,6,30km to less than 40km,1
E00056924,E00056924,7,40km to less than 60km,1
E00056924,E00056924,8,60km and over,3
E00056924,E00056924,9,Works mainly from home,32
E00056924,E00056924,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",35
E00056925,E00056925,-8,Does not apply,149
E00056925,E00056925,1,Less than 2km,13
E00056925,E00056925,2,2km to less than 5km,13
E00056925,E00056925,3,5km to less than 10km,17
E00056925,E00056925,4,10km to less than 20km,24
E00056925,E00056925,5,20km to less than 30km,4
E00056925,E00056925,6,30km to less than 40km,3
E00056925,E00056925,7,40km to less than 60km,0
E00056925,E00056925,8,60km and over,2
E00056925,E00056925,9,Works mainly from home,40
E00056925,E00056925,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",24
E00056926,E00056926,-8,Does not apply,149
E00056926,E00056926,1,Less than 2km,9
E00056926,E00056926,2,2km to less than 5km,5
E00056926,E00056926,3,5km to less than 10km,13
E00056926,E00056926,4,10km to less than 20km,18
E00056926,E00056926,5,20km to less than 30km,4
E00056926,E00056926,6,30km to less than 40km,1
E00056926,E00056926,7,40km to less than 60km,0
E00056926,E00056926,8,60km and over,0
E00056926,E00056926,9,Works mainly from home,21
E00056926,E00056926,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",12
E00056927,E00056927,-8,Does not apply,162
E00056927,E00056927,1,Less than 2km,10
E00056927,E00056927,2,2km to less than 5km,10
E00056927,E00056927,3,5km to less than 10km,33
E00056927,E00056927,4,10km to less than 20km,50
E00056927,E00056927,5,20km to less than 30km,13
E00056927,E00056927,6,30km to less than 40km,6
E00056927,E00056927,7,40km to less than 60km,0
E00056927,E00056927,8,60km and over,1
E00056927,E00056927,9,Works mainly from home,75
E00056927,E00056927,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",24
E00056928,E00056928,-8,Does not apply,203
E00056928,E00056928,1,Less than 2km,2
E00056928,E00056928,2,2km to less than 5km,7
E00056928,E00056928,3,5km to less than 10km,12
E00056928,E00056928,4,10km to less than 20km,19
E00056928,E00056928,5,20km to less than 30km,2
E00056928,E00056928,6,30km to less than 40km,0
E00056928,E00056928,7,40km to less than 60km,1
E00056928,E00056928,8,60km and over,2
E00056928,E00056928,9,Works mainly from home,22
E00056928,E00056928,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",12
E00056929,E00056929,-8,Does not apply,156
E00056929,E00056929,1,Less than 2km,9
E00056929,E00056929,2,2km to less than 5km,4
E00056929,E00056929,3,5km to less than 10km,16
E00056929,E00056929,4,10km to less than 20km,29
E00056929,E00056929,5,20km to less than 30km,6
E00056929,E00056929,6,30km to less than 40km,6
E00056929,E00056929,7,40km to less than 60km,0
E00056929,E00056929,8,60km and over,4
E00056929,E00056929,9,Works mainly from home,45
E00056929,E00056929,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",16
E00056930,E00056930,-8,Does not apply,172
E00056930,E00056930,1,Less than 2km,13
E00056930,E00056930,2,2km to less than 5km,10
E00056930,E00056930,3,5km to less than 10km,16
E00056930,E00056930,4,10km to less than 20km,26
E00056930,E00056930,5,20km to less than 30km,3
E00056930,E00056930,6,30km to less than 40km,1
E00056930,E00056930,7,40km to less than 60km,0
E00056930,E00056930,8,60km and over,1
E00056930,E00056930,9,Works mainly from home,20
E00056930,E00056930,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",27
E00056931,E00056931,-8,Does not apply,145
E00056931,E00056931,1,Less than 2km,3
E00056931,E00056931,2,2km to less than 5km,19
E00056931,E00056931,3,5km to less than 10km,26
E00056931,E00056931,4,10km to less than 20km,20
E00056931,E00056931,5,20km to less than 30km,12
E00056931,E00056931,6,30km to less than 40km,1
E00056931,E00056931,7,40km to less than 60km,0
E00056931,E00056931,8,60km and over,2
E00056931,E00056931,9,Works mainly from home,70
E00056931,E00056931,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",28
E00056932,E00056932,-8,Does not apply,118
E00056932,E00056932,1,Less than 2km,2
E00056932,E00056932,2,2km to less than 5km,11
E00056932,E00056932,3,5km to less than 10km,21
E00056932,E00056932,4,10km to less than 20km,34
E00056932,E00056932,5,20km to less than 30km,6
E00056932,E00056932,6,30km to less than 40km,3
E00056932,E00056932,7,40km to less than 60km,1
E00056932,E00056932,8,60km and over,0
E00056932,E00056932,9,Works mainly from home,49
E00056932,E00056932,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",26
E00056933,E00056933,-8,Does not apply,161
E00056933,E00056933,1,Less than 2km,10
E00056933,E00056933,2,2km to less than 5km,8
E00056933,E00056933,3,5km to less than 10km,16
E00056933,E00056933,4,10km to less than 20km,47
E00056933,E00056933,5,20km to less than 30km,11
E00056933,E00056933,6,30km to less than 40km,2
E00056933,E00056933,7,40km to less than 60km,0
E00056933,E00056933,8,60km and over,2
E00056933,E00056933,9,Works mainly from home,47
E00056933,E00056933,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",23
E00056934,E00056934,-8,Does not apply,136
E00056934,E00056934,1,Less than 2km,6
E00056934,E00056934,2,2km to less than 5km,16
E00056934,E00056934,3,5km to less than 10km,21
E00056934,E00056934,4,10km to less than 20km,33
E00056934,E00056934,5,20km to less than 30km,5
E00056934,E00056934,6,30km to less than 40km,1
E00056934,E00056934,7,40km to less than 60km,1
E00056934,E00056934,8,60km and over,5
E00056934,E00056934,9,Works mainly from home,33
E00056934,E00056934,10,"Works mainly at an offshore installation, in no fixed place, or outside the UK",21
E00056935,E00056935,-8,Does not apply,90
E00056935,E00056935,1,Less than 2km,4
E00056935,E00056935,2,2km to less than 5km,8
E00056935,E00056935,3,5km to less than 10km,13
E00056935,E00056935,4,10km to less than 20km,37
E00056935,E00056935,5,20km to less than 30km,7
E00056935,E00056935,6,30km to less than 40km,3
E00056935,E00056935,7,40km to less than 60km,2
E00056935,E00056935,8,60km and over,1
